Molar ratio,SBET_m2_g,Vpore_cm3_g,Pressure_MPa,Temperature_K,Adsorption_capacity_mmol_g,Mg_source_acetate_mg_source,Mg_source_nitrate_mg_source,Mg_source_other_mg_salts,Mg_source_oxide_mg_source,Solvent_aqueous_dmf_system,Solvent_non_aqueous_alcohol_dmf_system,Solvent_special_two_phase_system,Treatment_carbon_treatment,Treatment_framework_nitrogen,Treatment_metal_treatment,Treatment_no_treatment,Treatment_organic_acid_treatment,Treatment_other_treatment,Treatment_polymer_treatment,Treatment_post_base_treatment,Morphology_flower_like_structure,Morphology_other_morphology,Morphology_porous_structure,Morphology_rod_columnar_structure,Morphology_spherical_structure
3.387487640493719,978.0,0.27,0.018185811,298,0.80957,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1.2586565631836617,978.0,0.27,0.0215599335,298,0.8972,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.123248481737564,978.0,0.27,0.024893526,298,0.96341,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.167724466485338,978.0,0.27,0.02816936325,298,1.03546,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.214079520431913,978.0,0.27,0.0315627375,298,1.11335,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.4565169593720197,978.0,0.27,0.03487707825,298,1.17761,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.3674333907366147,978.0,0.27,0.03827146575,298,1.24188,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.001142322615628,978.0,0.27,0.04144699125,298,1.30614,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.3525293477870437,978.0,0.27,0.04484137875,298,1.37624,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.797423930533749,978.0,0.27,0.04813646775,298,1.4444,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.4208252928277254,978.0,0.27,0.051550107,298,1.50087,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1.3730887382904255,978.0,0.27,0.05484418275,298,1.55345,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.471065258637487,978.0,0.27,0.0581787885,298,1.61771,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.390696127573937,978.0,0.27,0.0614738775,298,1.68392,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.52091575142714,978.0,0.27,0.064827735,298,1.74039,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.469207124222648,978.0,0.27,0.068143089,298,1.79492,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1.8559288726416248,978.0,0.27,0.071417913,298,1.85723,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.886176885860821,978.0,0.27,0.07483155225,298,1.90786,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.407639236571071,978.0,0.27,0.078145893,298,1.97407,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.1554131534269634,978.0,0.27,0.08150076375,298,2.01691,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.282894753079596,978.0,0.27,0.084715806,298,2.06949,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1.9542324415111345,978.0,0.27,0.08807067675,298,2.12012,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4.155324292593068,978.0,0.27,0.08959865775,298,2.14349,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.67202464460488,978.0,0.27,0.09285321675,298,2.19217,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.5796183794624694,978.0,0.27,0.096307386,298,2.2428,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.627754448079914,978.0,0.27,0.1,298,1.96882,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
4.037815237594944,978.0,0.27,0.1,298,1.65908,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3.0404544644595024,978.0,0.27,0.1,298,1.64309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.35513309976988,978.0,0.27,0.1,298,1.60313,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2.77,402.0,0.4806882701050675,0.0020528445,298,0.384573660714286,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.5768591538621277,0.00266788725,298,0.406099107142857,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.5727123201535756,0.00311979675,298,0.432764732142857,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.4148289626115019,0.0036618855,298,0.457181696428571,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,-0.002429933885849,0.00406009275,298,0.484489732142857,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.3112160216526854,0.005127045,298,0.510512946428571,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.782080677908923,0.006265938,298,0.539749107142857,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.4580118834622093,0.0077310975,298,0.586976339285714,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.4263197488685,0.0087443475,298,0.624886607142857,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.2334105775811756,0.01017303,298,0.63934375,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.3093053603475388,0.01114878975,298,0.658941517857143,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.7401761070314298,0.012215742,298,0.668258482142857,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.5167305065321235,0.01310233575,298,0.679503125,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.6161530050426508,0.0142240035,298,0.692032589285714,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.3692139215633375,0.016086357,298,0.700707142857143,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.4902899201772164,0.01814832075,298,0.711630357142857,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.2162722488987732,0.02019103275,298,0.716770535714286,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.5465135799896499,0.025363674,298,0.740223660714286,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.3508590513363765,0.0272625045,298,0.748898214285714,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.3611380405891315,0.030336705,298,0.757572321428571,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.5040933290465239,0.035346213,298,0.771708482142857,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.8129544163637956,0.0405360795,298,0.782631696428572,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,-0.0118022089959207,0.0455455875,298,0.803514732142857,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.6530299106240764,0.0505915725,298,0.818293303571429,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.2523214781646645,0.05574597525,298,0.834356696428571,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.362080022532206,0.0607727085,298,0.844316517857143,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,-0.145484334592726,0.06596358825,298,0.858452232142857,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.2591013881597206,0.0710267985,298,0.869696875,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.4020512058592436,0.07598260425,298,0.889294642857143,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,-0.0295963996081609,0.08113599375,298,0.89475625,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.3942220768802364,0.08616374025,298,0.912104910714286,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2.77,402.0,0.7940902430451461,0.091245189,298,0.922385714285714,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
3.06,720.0,0.0581188551230748,0.003623382,298,3.5617,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3.06,720.0,0.5925693539662046,0.006111924,298,3.97046,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3.06,720.0,0.335366491826358,0.00800771475,298,4.18126,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3.06,720.0,0.5054845696965876,0.01029765975,298,4.3895,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3.06,720.0,0.2231072164662799,0.01233226575,298,4.54375,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3.06,720.0,0.1271883131240005,0.01440537525,298,4.68771,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3.06,720.0,0.1282692318250708,0.0164004645,298,4.82653,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3.06,720.0,-0.0017015771327311,0.01857185925,298,4.93708,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3.06,720.0,0.1549651468616437,0.02060646525,298,5.05019,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
3.06,720.0,0.5121730220215642,0.025424469,298,5.29956,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
